algoritmo,tamanho_array,probabilidade,input,output,output_correto,tamanho_sub_array_ordenado,distancia
merge, 100, 0.6, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 44 33 48 31 47 27 32 8 43 32 41 42 21 17 22 20 9 34 13 21 33 33 8 1 44 44 30 34 6 31 49 20 9 46 38 2 1 28 44 13 25 10 28 17 43 26 39 46 38 1 49 18 45 17 49 24 42 22 34 21 29 11 40 23 17 35 31 26 39 31 18 32 19 9 27 34 33 13 8 36 20 19 16 20 16 6 45 28 43 12 5 17 47 8 27 36 31 7 18 2, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 4, 30864462
bubble, 100, 0.6, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 49 40 46 49 47 49 45 44 43 38 47 32 38 33 36 30 33 28 20 44 46 44 42 44 21 18 39 17 43 34 28 43 13 11 45 34 8 27 32 31 31 17 39 25 34 2 33 26 26 41 20 13 20 12 9 10 31 48 6 13 20 9 23 35 6 24 17 19 36 8 1 22 19 8 17 8 31 5 22 42 18 28 16 31 33 21 27 34 7 29 2 32 21 16 18 1 9 1 17 27, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 4, 610801416
quick, 100, 0.75, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 43 49 20 49 43 47 21 45 27 41 31 26 46 47 28 32 34 26 19 42 39 18 20 43 45 30 40 38 25 33 31 36 32 31 36 20 21 38 35 44 33 1 18 34 27 34 19 24 31 23 5 17 48 20 49 46 21 27 39 33 44 33 7 44 9 12 32 31 2 44 22 28 17 42 22 18 29 9 17 6 1 8 8 17 34 8 8 16 13 28 17 11 16 13 13 1 10 6 9 2, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 5, -1263900526
insertion, 100, 0.75, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 33 18 33 20 49 36 21 10 38 32 30 46 40 17 43 2 28 17 38 13 11 44 26 45 49 47 8 31 44 34 34 32 28 6 47 49 27 9 6 44 43 42 44 39 31 33 31 22 20 13 12 8 13 8 45 39 46 9 1 43 26 25 20 8 48 5 20 19 17 34 41 24 23 16 36 19 17 31 18 35 22 21 42 7 33 31 28 27 2 29 32 21 18 1 16 1 34 17 9 27, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 3, -1057796600
merge, 100, 0.75, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 49 47 49 48 42 28 49 44 41 43 32 26 33 33 44 31 21 44 43 34 32 20 47 45 45 42 31 26 18 46 38 43 39 40 20 34 13 39 35 27 34 22 33 31 11 18 46 38 36 36 24 25 22 6 20 28 21 13 33 17 17 29 19 23 17 30 21 20 17 16 10 28 9 27 31 8 8 12 9 31 44 32 27 6 34 2 2 5 18 16 7 8 19 8 13 1 1 1 9 17, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 5, -368105107
bubble, 100, 0.75, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 49 49 49 48 47 45 46 46 47 45 44 44 44 44 43 43 42 41 40 34 38 43 39 36 38 34 33 39 33 34 32 32 33 31 31 31 36 28 30 27 23 26 28 26 21 18 35 25 20 20 20 31 20 17 22 17 13 13 24 19 13 17 42 12 22 10 11 9 16 2 33 18 21 9 19 8 17 6 8 34 6 32 8 5 8 28 31 1 29 27 18 21 7 27 16 2 1 17 9 1, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 4, 967150595
quick, 100, 0.9, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 49 49 34 46 31 10 48 33 49 45 47 45 35 46 44 32 47 21 6 32 38 44 36 43 43 33 33 42 39 31 31 31 39 30 28 28 44 43 27 27 41 26 31 25 22 22 21 21 29 38 44 28 23 20 20 20 20 33 17 27 1 34 26 24 19 19 18 17 17 16 13 16 18 13 13 9 17 18 12 9 8 8 8 6 8 11 5 17 1 36 40 32 34 42 34 9 7 2 2 1, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 5, 1818341049
insertion, 100, 0.9, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 33 21 20 49 46 43 36 38 33 32 30 47 40 38 18 28 17 17 13 44 26 49 11 10 45 8 44 34 32 34 31 6 2 49 47 44 44 28 27 43 42 33 31 9 39 31 20 46 43 48 41 39 36 26 25 6 13 13 12 9 8 22 8 45 34 20 1 20 8 5 24 19 23 19 17 17 16 31 18 35 34 7 42 22 2 33 31 27 28 32 29 27 21 1 21 18 1 16 17 9, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 3, 1739806679
merge, 100, 0.9, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 49 46 47 49 46 43 45 44 44 43 43 40 34 35 34 45 41 33 33 42 34 42 49 32 31 31 28 36 27 44 28 26 39 31 29 17 38 33 31 36 30 25 21 24 23 17 33 32 20 48 22 20 20 20 18 28 27 22 18 17 21 34 21 27 18 16 13 47 44 38 26 13 12 8 19 19 17 17 16 11 10 9 9 13 9 8 8 32 8 7 6 5 6 31 2 1 1 2 1 39, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 3, -442045977
bubble, 100, 0.9, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 49 49 49 48 47 47 46 45 46 45 44 44 44 44 43 43 43 42 42 41 40 39 39 38 38 36 36 35 34 34 34 33 33 33 33 32 32 32 31 31 31 31 31 30 28 28 29 27 26 26 25 24 28 23 27 21 22 22 20 20 20 20 19 19 18 27 17 17 17 13 18 13 13 12 11 10 9 9 17 8 8 8 34 21 16 21 6 8 2 18 17 6 7 5 16 2 1 1 9 1, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 5, 1283472027
quick, 100, 0.1, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 3 3 3 5 5 18 5 6 7 7 7 6 7 10 10 19 10 23 27 15 48 27 8 10 15 15 11 12 25 14 31 32 12 16 19 24 20 13 17 22 22 22 22 24 21 27 27 27 28 17 23 21 26 29 30 30 32 32 42 42 49 26 36 18 22 26 34 36 36 34 33 36 38 38 38 40 41 42 41 44 47 47 45 43 17 23 25 21 12 26 49 49 29 48 48 45 48 48 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 10, 617037105
insertion, 100, 0.1, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 7 6 14 3 17 17 21 24 24 26 32 21 38 8 10 34 25 3 27 41 5 16 6 45 32 42 42 7 7 42 47 48 18 19 44 22 10 18 48 22 12 22 19 22 33 27 34 36 38 40 5 10 47 7 17 29 22 30 32 38 41 11 21 27 36 15 26 36 48 20 49 49 10 25 3 5 27 48 48 12 12 13 15 15 23 43 23 26 26 27 49 23 28 29 36 30 31 45 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 8, 377175142
merge, 100, 0.1, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 3 3 3 5 7 7 10 5 10 10 12 12 18 19 17 6 7 8 20 14 15 16 17 19 21 21 22 25 13 22 12 15 24 22 24 26 22 23 23 23 26 15 27 27 34 5 27 27 26 28 29 29 32 38 31 30 32 38 26 33 7 30 36 41 41 11 42 25 42 42 43 45 47 48 27 34 45 47 48 6 22 32 18 36 48 36 17 44 48 40 48 49 49 36 21 38 49 49 10, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 9, -1207998221
bubble, 100, 0.1, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 14 15 15 16 17 13 17 17 18 18 19 20 19 21 15 21 21 22 22 22 22 22 12 23 24 25 24 25 26 26 27 27 27 27 28 29 23 30 32 32 33 32 34 34 36 36 36 29 38 38 38 41 42 42 26 27 26 36 40 42 41 45 44 47 48 47 48 48 23 48 43 48 49 49 30 49 45 31 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 26, 521488627
quick, 100, 0.15, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 3 3 22 23 5 27 26 6 7 23 7 7 10 10 10 11 12 13 21 15 15 16 18 18 19 21 17 17 23 24 25 26 12 22 26 27 12 26 27 14 27 5 17 25 22 29 28 34 45 41 29 27 15 7 36 19 22 30 33 32 31 32 34 36 36 36 3 8 20 42 22 24 21 32 42 45 49 10 41 38 38 5 42 38 43 6 48 44 48 30 40 47 47 48 48 49 48 49 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 9, -374648291
insertion, 100, 0.15, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 7 14 38 24 3 6 17 17 24 26 32 21 41 42 8 21 42 27 3 10 25 16 34 45 47 32 42 5 7 3 6 7 7 10 18 18 19 22 22 44 19 22 22 34 36 12 5 33 38 48 22 48 40 11 47 27 30 32 29 38 41 10 17 5 15 27 36 36 21 26 10 20 25 48 49 3 12 15 27 49 49 13 48 48 43 28 15 23 23 26 27 29 26 30 36 12 23 31 49 45, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 11, 1019566667
merge, 100, 0.15, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 7 3 5 6 6 10 12 3 7 5 7 8 10 11 16 17 22 26 7 21 10 10 12 13 15 15 23 18 5 19 21 17 22 22 21 23 15 27 27 27 27 20 32 30 26 32 26 14 27 17 24 24 30 36 36 36 38 38 33 41 48 42 41 48 25 42 19 12 26 28 29 36 43 22 34 38 40 44 45 48 23 31 45 25 34 47 42 48 18 3 47 49 22 49 29 32 48 49 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 9, 68407086
bubble, 100, 0.15, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 3 5 3 3 5 5 7 6 6 7 7 7 8 10 10 10 10 11 12 14 16 15 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 24 23 24 25 25 26 26 27 27 12 27 29 15 30 32 32 33 32 34 34 36 36 36 38 41 38 42 42 42 12 23 13 44 15 27 45 38 48 40 26 41 43 27 47 47 28 48 48 48 49 23 26 49 30 48 29 45 36 49 31 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 18, 1978239809
quick, 100, 0.25, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 5 3 3 41 7 18 27 5 6 18 30 7 22 38 32 48 12 48 48 6 40 27 31 7 23 48 8 41 32 43 38 22 44 7 20 10 16 10 19 21 22 34 17 3 22 19 25 26 25 21 10 23 17 17 10 24 12 15 22 42 26 28 29 49 13 29 11 15 36 26 30 12 5 26 45 21 36 49 42 32 14 49 15 27 24 36 38 34 23 27 36 45 47 27 33 47 48 49 42, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, -1328548055
insertion, 100, 0.25, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 7 14 24 32 24 26 38 6 17 17 27 21 42 41 3 21 48 8 47 42 34 25 16 32 42 5 6 7 45 10 18 22 19 3 7 22 10 12 18 48 22 22 34 36 38 40 19 44 27 33 38 5 29 47 7 17 22 11 30 27 36 32 36 41 49 10 21 26 15 48 49 10 25 3 12 49 5 20 23 27 28 43 48 48 23 29 15 13 27 15 30 12 26 26 23 31 36 45 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 8, -591641878
merge, 100, 0.25, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 5 3 13 7 5 16 7 14 7 17 3 27 6 10 6 22 10 32 15 27 15 18 25 24 32 12 19 22 23 29 7 30 41 27 23 24 3 26 36 15 26 27 41 42 11 22 10 22 34 38 43 27 26 32 28 19 18 29 12 23 26 30 33 20 36 36 38 17 48 49 5 42 44 31 48 42 47 48 21 49 10 17 3 49 47 40 48 21 22 21 49 38 45 25 34 45 48 8 36 12, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, 967895171
bubble, 100, 0.25, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 3 3 5 3 6 5 5 6 7 10 7 7 7 8 10 10 11 12 14 17 16 17 17 18 19 18 19 21 22 21 21 22 22 22 24 22 26 24 25 27 27 29 30 32 10 32 38 27 12 34 15 38 20 27 32 41 33 34 42 36 36 38 42 42 15 44 13 45 40 48 25 15 47 36 49 48 47 41 23 23 26 48 29 12 43 48 49 26 28 48 26 49 23 30 27 45 36 31 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 10, 917925402
